,context_segment_text,page_level_lookup_index,batch
6932,Köparen måste acceptera att den enbart kan betala för köp av Säljaren med Traderas kassalösning. Vad detta innebär och Köparens åtaganden framgår av dessa Villkor. ,448,27
6933,"Säljaren måste acceptera att Köparen betalar med hjälp av Traderas kassalösning, att Säljaren ska ta betalt genom Traderas kassalösning och att Säljaren får utbetalning genom Traderas betaltjänst när Säljaren säljer något på Traderas Plattform. Vad detta innebär och Säljarens åtaganden framgår av dessa Villkor.",448,27
6934,"”Klarna” avser Klarna Bank AB, org. nr 556737–0431. ""Köpare(n)” avser i dessa villkor en fysisk person bosatt i Sverige som har gjort ett köp av Säljaren på Traderas Plattform. ”Mitt Tradera” avser den inloggade miljö som tillhandahålls av Tradera och där bland annat Säljaren kan sköta orderhantering och Köparen kan kontrollera sina köp. ”Regler för Säljare” avser de regler som en Säljare alltid måste följa vid försäljning på Traderas Plattform och som i sina senaste versioner finns tillgängliga här: https://info.tradera.com/sakerhetscenter/regler-pa-tradera/ ”Säljare(n)” avser i dessa villkor en fysisk person bosatt i Sverige som säljer varor eller tjänster på Traderas Plattform. ”Tradera” avser Tradera Marketplace AB, org. nr. 556569–4642. Tradera är ett svensk licensierat betalningsinstitut auktoriserat och under tillsyn av Finansinspektionen. ” Traderas Plattform ” avser de webbplatser, marknadsplatstjänster och applikationer som Tradera tillhandahåller via t.ex. www.tradera.com . ”Traderas Användaravtal” avser Traderas vid var tid gällande villkor för användande av Traderas Plattform och övriga tjänster, https://info.tradera.com/sakerhetscenter/anvandaravtal/ . ”Traderas kassalösning” avser den webbplats med olika betallösningar som Köparen från tid till annan kan erbjudas på Traderas Plattform såsom Swish, kredit, kort, PayPal och andra betalmetoder som Tradera lägger till efter hand. Betaltjänsterna i Traderas kassalösning tillhandahålls av tredje parter som Tradera har avtal med. ”Traderas betaltjänst” avser Traderas utbetalning till Säljare genom Nordea eller Hyperwallet efter mottagande av betalning från Köpare på Traderas bankkonto. Traderas betaltjänst tillhandahålls i enlighet med lagen (2010:751) om betaltjänster. ”Traderas betallösning” avser hela transaktionsförloppet från det att Köpare genomför inbetalning via något av betalsätten i Traderas kassalösning till det att utbetalning till Säljare har genomförts via Traderas betaltjänst. “Transaktion” är en betalning för varor eller tjänster på Traderas Plattform. ” Återbetalningsskyldigt belopp ” är det belopp som Säljaren ska återbetala till Tradera i samband med en återbetalning av belopp som redan betalats ut till Säljare på grund av att ett köp ska gå åter. Beloppet utgör en del av eller hela Transaktionen, plus eventuella avgifter som ålagts Tradera i samband med Transaktionen, inklusive fraktkostnader för retur av en vara och avgifter som Tradera ålagts för en transaktion i förhållande till sina samarbetspartners som PayPal, Paynova, Klarna, VISA eller MasterCard.",448,27
6935,"a) Tradera åtar sig att, på de villkor som följer av Villkoren, låta Säljaren få betalt genom Traderas betaltjänst vid försäljning på Traderas Plattform. Säljaren åtar sig å sin sida att följa dessa Villkor och att använda Traderas betallösning vid försäljning på Traderas Plattform. Säljaren får inte kräva betalning på något annat sätt än genom de alternativ som finns tillgängliga genom Traderas kassalösning.",448,27
6936,b) En Säljare har inte rätt att ta betalt för Köparens möjlighet att använda Traderas kassalösning.,448,27
6937,"c) Tradera åtar sig att, på de villkor som följer av Villkoren, låta Köparen betala genom de betalsätt som presenteras i Traderas kassalösning vid köp på Traderas plattform. Köparen åtar sig å sin sida att följa dessa villkor samt de villkor som gäller för det valda betalsättet och som har förmedlats av tredje part.",448,27
6938,3. INBETALNING FRÅN KÖPARE GENOM TRADERAS KASSALÖSNING,448,27
6939,"a) När en Köpare köper ett föremål på Tradera finns genom Traderas kassalösning flera betalningssätt tillgängliga. Sådana betalsätt är Swish, kortbetalning, ApplePay, Google Pay, PayPal, betalning mot faktura och kredit. Varje separat betalsätt tillhandahålls av tredje parter med vilka Tradera samarbetar för detta syfte och som står under tillsyn av Finansinspektionen i Sverige eller dess utländska motsvarigheter. Dessa parter är Swish, Klarna, PayPal med dess tjänst Hyperwallet och Paynova. Betalningssätten erbjuds av dessa betallösningsleverantörer och de avgör vilka betalningssätt de vill erbjuda Köpare. Beroende på vilket betalningssätt Köpare väljer kan Köpare behöva ingå ett separat avtal med den aktuella leverantören av betallösningen och Köpare måste godkänna de villkor som gäller för det betalningssätt som Köpare väljer att använda. Fler parter kan tillkomma om Tradera väljer att ändra eller vidareutveckla Traderas kassalösning",448,27
6940,"b) Om det uppstår frågor som gäller inbetalning så ska de, om inte annat anges i dessa villkor, hanteras mellan Köpare och betallösningsleverantören enligt de villkor eller avtal som har ingåtts mellan Köpare och betallösningsleverantören. Mot bakgrund av att inbetalningen från Köpare inte omfattas av Traderas betaltjänst ansvarar Tradera inte för förseningar, fel, skador eller annat som avser betalning av föremål som Köpare köper via Traderas kassalösning.",448,27
6941,Betalning via Klarna,448,27
6942,"Vid köp på Traderas plattform om Köpare väljer att betala via Klarna är Köparen införstådd med att Säljaren överlåter rätten att få betalt av Köparen till Tradera, som i sin tur överlåter sådan fordran till Klarna. Köparen accepterar att, vid köp via Klarna, erlägga betalning för köpt föremål till Klarna, och inte till Tradera eller Säljare. Köparen accepterar vidare att, vid köp via Klarna, skyldighet att betala för ett köpt föremål endast uppfylls genom betalning till Klarna, inte genom betalning till Tradera eller Säljare.",448,27
6943,4. UTBETALNING TILL SÄLJARE GENOM TRADERAS BETALTJÄNST,448,27
6944,"a) När en Transaktion har blivit godkänd av Tradera kommer Tradera se till att utbetalning till Säljaren sker genom Traderas betaltjänst, antingen för en separat Transaktion eller som ett sammanslaget belopp som omfattar flera Transaktioner. Innan utbetalning sker kommer eventuella belopp som Säljaren är skyldig att betala till Tradera att dras av och mellanskillnaden kommer att betalas ut till Säljaren. De belopp som Tradera kommer dra av kan avse försäljningskostnader, Återbetalningsskyldigt belopp och avgifter till Tradera som överenskommits mellan Säljaren och Tradera enligt separat avtal.",448,27
6945,"b) Säljaren erhåller som huvudregel betalt inom en (1) till två (2) bankdagar efter att en Transaktion har genomförts, förutsatt att Säljaren har uppgett korrekta inbetalningsuppgifter till Tradera. Utbetalningstakten kan komma att ändras av Tradera och det ankommer på Säljaren att hålla sig uppdaterad på information som kommer från Tradera i detta avseende. Tradera granskar Transaktionerna för att upptäcka oegentligheter i enlighet med Avsnitt [5] i dessa villkor. Om Tradera avseende en viss Transaktion misstänker att det förekommer oegentligheter såsom penningtvätt, finansiering av terrorism, bedrägeri, eller att Säljaren vid tidigare tillfällen agerat i strid mot dessa Villkor, Traderas Användaravtal, eller andra Regler för Säljare, förbehåller sig Tradera rätten att tillse att betalningen inte kommer Säljaren tillhanda, utan istället återbetala denna till Köparen. Om Tradera misstänker att oegentligheterna ovan har begåtts i samförstånd mellan Köpare och Säljare förbehåller sig Tradera rätten att avvakta med utbetalningen i väntan på att ytterligare åtgärder vidtas.",448,27
6946,c) Om Säljaren inte har försett Tradera med korrekta betalningsuppgifter kan Tradera inte betala Säljaren. I sådant fall kommer Tradera att kontakta Säljaren för att begära den utestående informationen. När Tradera väl har fått den information som krävs för att genomföra betalning kommer Säljaren som huvudregel att få betalt inom två (2) bankdagar.,448,27
6947,"d) Säljaren är skyldig att omedelbart efter att Tradera bekräftat att Köparen har erlagt betalning, i enlighet med vad som beskrivs i mer detalj nedan under beskrivningen av respektive betalsätt, skicka varan till Köparen. Tradera förbehåller sig rätten att innehålla betalning om och sa",448,27
6948,̊ länge som det föreligger misstanke om att Säljaren inte kommer att fullgöra sina åtaganden.,449,27
6949,"e) En Säljare kan i de flesta fall kontakta Tradera i olika frågor som kan uppstå i samband med en Transaktion, trots att betaltjänsterna i Traderas kassalösning inte tillhandahålls av Tradera och oavsett vilket betalsätt en Köpare väljer. Säljare ska även kontakta Tradera i olika frågor som uppstår i samband med Traderas utbetalning.",449,27
6950,f) Så här fungerar de olika betalsätten på Traderas Plattform i mer detalj.,449,27
6951,Kortbetalningar och betalning med PayPal eller Swish,449,27
6952,Om Köparen väljer kortbetalning eller att betala med PayPal eller Swish kommer pengarna först sättas in på Traderas bankkonto. Tradera kommer därefter att kontrollera Transaktionen och om denna godkänns av Tradera kommer Tradera att betala ut pengarna till Säljaren.,449,27
6953,"Om Köpare har valt att betala via Paynova, accepterar Säljaren att PayPal övertar Säljarens rätt att få betalt från Köparen i utbyte mot att PayPal erlägger betalning till Tradera som i sin tur, genom Traderas betaltjänst, erlägger betalning till Säljaren för Transaktionen.",449,27
6954,"Om Köpare har valt att betala via Klarna, överlåter Säljaren rätten att få betalt från Köparen till Tradera som i sin tur överlåter sådan fordran till Klarna. Säljaren accepterar att utbetalning för Transaktionen kommer att ske via Tradera. Säljaren accepterar att inga krav på betalning kan ställas gentemot Klarna utan ansvaret för att utbetalning till Säljaren genomförs åligger Tradera.",449,27
6955,"Efter att Paynova eller Klarna genomfört en sedvanlig kreditkontroll av Köparen kommer utbetalning ske till Traderas bankkonto, och efter att Tradera vidtagit sin granskning av Transaktionen och denna godkänts sker utbetalning från Tradera till Säljarens konto.",449,27
6956,"Även vid betalning mot faktura eller avbetalning meddelar Tradera Säljaren via email och i Mitt Tradera att betalning för köpet har genomförts. Säljaren ska då skicka varan till Köparen. Även i detta fall sker utbetalning till Säljarens bankkonto i normalfallet inom 1–2 bankdagar, förutsatt att Tradera har erhållit korrekta uppgifter.",449,27
6957,5. KUNDKÄNNEDOMSKONTROLLER I SAMBAND MED ANVÄNDNING AV TRADERAS BETALTJÄNST,449,27
6958,"Tradera är som betalningsinstitut skyldigt att efterleva lag (2017:630) om åtgärder mot penningtvätt och finansiering av terrorism. I syfte att följa tillämpliga bestämmelser om bekämpning av penningtvätt och finansiering av terrorism kan Tradera begära information från Köpare och Säljare för att bland annat fastställa identitet och syftet med användningen av Traderas betaltjänst. Vidare kommer transaktionerna som utförs av Köpare och Säljare vara föremål för Traderas transaktionsmonitorering. Genom att använda Traderas betaltjänst förbinder Köpare och Säljare sig att tillhandahålla all sådan information som kan anses nödvändig för dessa ändamål och Köpare samt Säljare är införstådda med att bristande efterlevnad av en sådan begäran kan resultera i att Tradera vägrar att tillhandahålla Köpare eller Säljare Traderas betaltjänst. För att följa tillämpliga bestämmelser, kommer Tradera att lagra dina personuppgifter enligt Avsnitt 13.",449,27
6959,6. TRADERAS RÄTT ATT INNEHÅLLA OCH ÅTERKRÄVA BETALNINGAR FRÅN SÄLJAREN,449,27
6960,"a) Tradera har rätt att innehålla betalning till Säljaren eller, om Säljaren redan har fått betalt, kräva att Säljaren betalar Återbetalningsskyldigt belopp till Tradera i följande fall:",449,27
